row_idx,filename,speaker_id,dataset_source,label,speech_duration,score_P1,score_P2,score_P3
213668,D:\VQI\Datasets\voxCELEB2\dev\wav\id00664\ffIrIcwCG1k\00331.wav,id00664,voxceleb2_dev,0,9.45,4.006752,3.248975,2.447685
841053,D:\VQI\Datasets\voxCELEB2\dev\wav\id06248\_F8B-klCGb0\00182.wav,id06248,voxceleb2_dev,1,6.6,11.650678,10.865022,10.238492
708045,D:\VQI\Datasets\voxCELEB2\dev\wav\id05039\s3CJK93tiYI\00462.wav,id05039,voxceleb2_dev,1,6.11,11.703816,10.72159,9.73106
1204843,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm3\babb\sp8677\Lab41-SRI-VOiCES-rm3-babb-sp8677-ch246948-sg0013-mc01-stu-clo-dg080.wav,sp8677,voices,1,15.94,11.762607,12.778427,10.775536
509731,D:\VQI\Datasets\voxCELEB2\dev\wav\id03427\awYdg0jMDzs\00093.wav,id03427,voxceleb2_dev,1,7.8,11.285851,11.082439,9.678675
1083081,D:\VQI\Datasets\voxCELEB2\dev\wav\id08331\Q4XzoNCzoQ8\00096.wav,id08331,voxceleb2_dev,0,4.78,1.953333,2.199839,2.200536
1203432,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm2\tele\sp1112\Lab41-SRI-VOiCES-rm2-tele-sp1112-ch001043-sg0006-mc05-stu-far-dg070.wav,sp1112,voices,1,19.62,11.446218,11.559794,11.301765
402388,D:\VQI\Datasets\voxCELEB2\dev\wav\id02275\EH3VhhekTwA\00067.wav,id02275,voxceleb2_dev,1,4.16,11.8363,10.736355,9.75024
647968,D:\VQI\Datasets\voxCELEB2\dev\wav\id04540\gySGSJWAE4A\00173.wav,id04540,voxceleb2_dev,1,26.34,11.949207,10.965118,9.746023
238892,D:\VQI\Datasets\voxCELEB2\dev\wav\id00880\iIPvX4ECzAE\00145.wav,id00880,voxceleb2_dev,0,4.34,2.882286,2.000785,2.570843
1037226,D:\VQI\Datasets\voxCELEB2\dev\wav\id07960\3BRixuuuJLw\00004.wav,id07960,voxceleb2_dev,0,6.31,2.571889,1.44562,0.902893
572428,D:\VQI\Datasets\voxCELEB2\dev\wav\id03947\_jT6iGkKPVo\00266.wav,id03947,voxceleb2_dev,1,8.1,11.622335,12.100535,10.193169
476916,D:\VQI\Datasets\voxCELEB2\dev\wav\id03145\p29mVrTnjno\00131.wav,id03145,voxceleb2_dev,0,4.17,4.473908,4.592453,3.880888
902993,D:\VQI\Datasets\voxCELEB2\dev\wav\id06844\x_ln0aJrweY\00077.wav,id06844,voxceleb2_dev,0,6.37,4.541107,3.540714,3.381889
331290,D:\VQI\Datasets\voxCELEB2\dev\wav\id01678\lty_Ge5pF7I\00361.wav,id01678,voxceleb2_dev,0,4.53,1.876529,1.478867,0.96589
824193,D:\VQI\Datasets\voxCELEB2\dev\wav\id06096\FwcR0pHyloQ\00071.wav,id06096,voxceleb2_dev,1,8.42,11.710943,11.223032,10.240938
1087240,D:\VQI\Datasets\voxCELEB2\dev\wav\id08362\AsHNpGiMd2M\00081.wav,id08362,voxceleb2_dev,1,5.12,11.346611,11.129727,9.743765
537511,D:\VQI\Datasets\voxCELEB2\dev\wav\id03714\xEGh7ltwJyw\00247.wav,id03714,voxceleb2_dev,1,8.17,11.823151,11.238458,9.622913
448988,D:\VQI\Datasets\voxCELEB2\dev\wav\id02820\z5Pi7zUumh4\00079.wav,id02820,voxceleb2_dev,0,6.76,1.142401,0.911124,0.300504
778024,D:\VQI\Datasets\voxCELEB2\dev\wav\id05715\wqzGVsesUFs\00016.wav,id05715,voxceleb2_dev,0,5.61,3.713272,2.239711,4.219532
457393,D:\VQI\Datasets\voxCELEB2\dev\wav\id02900\IDwR8aKnYi4\00015.wav,id02900,voxceleb2_dev,0,3.94,3.061671,2.420175,1.871266
1203341,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm2\tele\sp0288\Lab41-SRI-VOiCES-rm2-tele-sp0288-ch131220-sg0013-mc01-stu-clo-dg120.wav,sp0288,voices,1,15.58,11.302893,11.571998,11.340038
411367,D:\VQI\Datasets\voxCELEB2\dev\wav\id02344\R4qPjx3bX8I\00122.wav,id02344,voxceleb2_dev,1,25.83,11.371498,10.948499,10.181242
1209699,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm4\tele\sp0205\Lab41-SRI-VOiCES-rm4-tele-sp0205-ch157088-sg0010-mc01-stu-clo-dg150.wav,sp0205,voices,1,15.98,12.06146,11.781988,11.234159
185657,D:\VQI\Datasets\voxCELEB2\dev\wav\id00385\SJMQ1EDS3Eg\00218.wav,id00385,voxceleb2_dev,1,18.67,12.192733,11.456265,9.677065
1156121,D:\VQI\Datasets\voxCELEB2\dev\wav\id08929\bGwNbE2WoNM\00180.wav,id08929,voxceleb2_dev,0,6.39,4.110053,2.674642,1.383966
910920,D:\VQI\Datasets\voxCELEB2\dev\wav\id06906\8sKjsYsT_d4\00004.wav,id06906,voxceleb2_dev,0,4.26,2.37819,-0.159179,2.937448
234360,D:\VQI\Datasets\voxCELEB2\dev\wav\id00825\OXJH35YlCnE\00016.wav,id00825,voxceleb2_dev,1,9.06,12.03686,11.852573,9.793859
1207633,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm4\babb\sp3235\Lab41-SRI-VOiCES-rm4-babb-sp3235-ch028452-sg0018-mc01-stu-clo-dg020.wav,sp3235,voices,1,15.86,11.503395,12.290187,9.91593
653842,D:\VQI\Datasets\voxCELEB2\dev\wav\id04588\9TwuR0jCavk\00074.wav,id04588,voxceleb2_dev,0,7.67,3.656803,2.998851,3.054417
1208868,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm4\none\sp0122\Lab41-SRI-VOiCES-rm4-none-sp0122-ch121729-sg0023-mc05-stu-far-dg160.wav,sp0122,voices,1,16.74,11.612774,11.808178,10.64798
1198780,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm1\musi\sp2285\Lab41-SRI-VOiCES-rm1-musi-sp2285-ch163380-sg0034-mc05-stu-far-dg050.wav,sp2285,voices,1,15.77,11.734449,10.901569,10.424079
391091,D:\VQI\Datasets\voxCELEB2\dev\wav\id02179\N2YgkBpi6jQ\00153.wav,id02179,voxceleb2_dev,0,13.91,3.960887,1.607651,1.272514
579280,D:\VQI\Datasets\voxCELEB2\dev\wav\id04013\5gZtvcUoxl4\00008.wav,id04013,voxceleb2_dev,0,4.71,-2.581636,-3.515942,-2.03478
319998,D:\VQI\Datasets\voxCELEB2\dev\wav\id01578\bSWD2IIQrgM\00071.wav,id01578,voxceleb2_dev,0,4.58,4.478567,3.096335,3.359485
274986,D:\VQI\Datasets\voxCELEB2\dev\wav\id01155\N214cUQS1ak\00085.wav,id01155,voxceleb2_dev,1,14.44,12.27017,12.458476,11.16746
1164671,D:\VQI\Datasets\voxCELEB2\dev\wav\id09007\KRbntAUs5a0\00017.wav,id09007,voxceleb2_dev,0,4.2,3.776101,1.59672,1.464288
828180,D:\VQI\Datasets\voxCELEB2\dev\wav\id06124\ZiA2sxaKsBE\00098.wav,id06124,voxceleb2_dev,0,5.41,4.491592,4.553324,4.233551
397120,D:\VQI\Datasets\voxCELEB2\dev\wav\id02239\518XKa0BX70\00080.wav,id02239,voxceleb2_dev,0,8.1,1.762596,2.94538,0.436791
811167,D:\VQI\Datasets\voxCELEB2\dev\wav\id05993\Meft-ir6K0E\00165.wav,id05993,voxceleb2_dev,1,8.74,12.115728,10.766325,9.922029
884479,D:\VQI\Datasets\voxCELEB2\dev\wav\id06625\Hqe7L4rIPnE\00051.wav,id06625,voxceleb2_dev,1,14.47,11.353568,11.205889,9.634336
1070391,D:\VQI\Datasets\voxCELEB2\dev\wav\id08241\1j9zSvMHvQM\00031.wav,id08241,voxceleb2_dev,1,18.54,12.009176,11.137414,9.700573
1198246,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm1\babb\sp6099\Lab41-SRI-VOiCES-rm1-babb-sp6099-ch230928-sg0028-mc05-stu-far-dg160.wav,sp6099,voices,1,15.67,12.128287,11.677544,11.609416
555361,D:\VQI\Datasets\voxCELEB2\dev\wav\id03841\A4wzCXD3b5M\00052.wav,id03841,voxceleb2_dev,0,11.75,3.866147,2.744932,2.723582
675487,D:\VQI\Datasets\voxCELEB2\dev\wav\id04747\uQ0_l94wA-o\00237.wav,id04747,voxceleb2_dev,0,4.26,0.540903,1.754273,0.169536
1019437,D:\VQI\Datasets\voxCELEB2\dev\wav\id07750\HFEmHpFc6fE\00201.wav,id07750,voxceleb2_dev,1,20.71,12.367826,11.668089,10.237085
383078,D:\VQI\Datasets\voxCELEB2\dev\wav\id02099\gWTcBeNjhe4\00092.wav,id02099,voxceleb2_dev,0,5.29,3.447825,1.948274,2.427727
1203719,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm2\tele\sp4438\Lab41-SRI-VOiCES-rm2-tele-sp4438-ch048525-sg0015-mc01-stu-clo-dg120.wav,sp4438,voices,1,15.64,11.307175,10.94108,11.00682
1128321,D:\VQI\Datasets\voxCELEB2\dev\wav\id08700\CNH89Zu_8s0\00053.wav,id08700,voxceleb2_dev,1,11.75,11.268601,11.226479,9.784765
867925,D:\VQI\Datasets\voxCELEB2\dev\wav\id06477\EDLjTOkG3mk\00069.wav,id06477,voxceleb2_dev,0,6.5,3.13016,2.363441,2.49751
149873,D:\VQI\Datasets\voxCELEB2\dev\wav\id00062\E5uU9X-b46Q\00094.wav,id00062,voxceleb2_dev,1,23.78,11.186932,10.776372,9.713341
1201268,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm2\babb\sp3972\Lab41-SRI-VOiCES-rm2-babb-sp3972-ch005791-sg0023-mc05-stu-far-dg030.wav,sp3972,voices,1,15.79,12.012562,12.218277,10.915869
849495,D:\VQI\Datasets\voxCELEB2\dev\wav\id06336\G6axA4f-Wp8\00084.wav,id06336,voxceleb2_dev,1,13.48,12.526798,11.385939,9.590458
1033728,D:\VQI\Datasets\voxCELEB2\dev\wav\id07917\X3o1P2BVOpA\00086.wav,id07917,voxceleb2_dev,0,4.71,2.036604,3.417326,2.390471
351738,D:\VQI\Datasets\voxCELEB2\dev\wav\id01838\zCbdRaLk3F8\00143.wav,id01838,voxceleb2_dev,0,5.86,2.877508,1.046136,1.663713
94346,D:\VQI\Datasets\voxCELEB1\wav\id10868\cd1pB97Hc5I\00006.wav,id10868,voxceleb1_dev,1,17.05,11.912399,11.576628,9.683043
222590,D:\VQI\Datasets\voxCELEB2\dev\wav\id00731\CgqqzKxjvtc\00061.wav,id00731,voxceleb2_dev,0,4.45,1.426296,1.850422,1.248791
1026441,D:\VQI\Datasets\voxCELEB2\dev\wav\id07835\grVat226oco\00026.wav,id07835,voxceleb2_dev,0,4.01,2.442673,0.491741,3.036284
1171757,D:\VQI\Datasets\voxCELEB2\dev\wav\id09052\0FvP7yzmVp0\00005.wav,id09052,voxceleb2_dev,0,5.6,3.47023,1.303571,1.592908
752399,D:\VQI\Datasets\voxCELEB2\dev\wav\id05478\uOaLXBji5Vk\00213.wav,id05478,voxceleb2_dev,1,16.91,11.66527,10.827623,9.654903
384978,D:\VQI\Datasets\voxCELEB2\dev\wav\id02112\J2MTIu2dIPo\00115.wav,id02112,voxceleb2_dev,1,8.74,11.986082,11.02654,10.11767
302557,D:\VQI\Datasets\voxCELEB2\dev\wav\id01387\kBevYmZaGKo\00391.wav,id01387,voxceleb2_dev,1,9.48,11.583127,10.85235,10.14847
391977,D:\VQI\Datasets\voxCELEB2\dev\wav\id02187\5CaqyRSrcEU\00074.wav,id02187,voxceleb2_dev,1,4.26,11.268335,11.270359,9.999941
999041,D:\VQI\Datasets\voxCELEB2\dev\wav\id07585\KlItcZEc_Mw\00083.wav,id07585,voxceleb2_dev,1,11.29,11.666813,11.622763,9.706991
426416,D:\VQI\Datasets\voxCELEB2\dev\wav\id02537\ezKMyPt8GMM\00054.wav,id02537,voxceleb2_dev,0,5.91,2.136912,1.228679,1.041275
414221,D:\VQI\Datasets\voxCELEB2\dev\wav\id02368\Nw-aQIaO744\00051.wav,id02368,voxceleb2_dev,0,15.37,2.403876,2.961445,2.79271
188802,D:\VQI\Datasets\voxCELEB2\dev\wav\id00417\hRMNzknTCkM\00360.wav,id00417,voxceleb2_dev,0,12.23,4.103465,1.883565,1.776888
1207438,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm4\babb\sp1116\Lab41-SRI-VOiCES-rm4-babb-sp1116-ch137572-sg0048-mc05-stu-far-dg070.wav,sp1116,voices,0,16.61,0.455343,2.521993,3.570201
842309,D:\VQI\Datasets\voxCELEB2\dev\wav\id06252\pgd73LUFock\00415.wav,id06252,voxceleb2_dev,0,5.54,2.716531,1.260934,2.097955
305028,D:\VQI\Datasets\voxCELEB2\dev\wav\id01411\giSK7-GxYkw\00428.wav,id01411,voxceleb2_dev,1,9.8,11.834471,11.150526,9.929582
245566,D:\VQI\Datasets\voxCELEB2\dev\wav\id00933\HDHFnrr-Nxg\00062.wav,id00933,voxceleb2_dev,0,19.52,3.32985,1.120911,1.951993
522289,D:\VQI\Datasets\voxCELEB2\dev\wav\id03556\pxvGaN3sD6w\00238.wav,id03556,voxceleb2_dev,0,4.34,3.012834,1.14332,0.762031
786071,D:\VQI\Datasets\voxCELEB2\dev\wav\id05762\Pfd_mIxgPCg\00064.wav,id05762,voxceleb2_dev,0,8.65,3.362243,3.605766,2.142502
1118879,D:\VQI\Datasets\voxCELEB2\dev\wav\id08629\lEeP_PrUBgM\00324.wav,id08629,voxceleb2_dev,1,15.72,11.293003,10.868965,10.05179
304378,D:\VQI\Datasets\voxCELEB2\dev\wav\id01406\FRWZ8IFvpI8\00043.wav,id01406,voxceleb2_dev,0,4.81,3.126557,1.439975,1.859014
610448,D:\VQI\Datasets\voxCELEB2\dev\wav\id04234\vHd7RV5PjsU\00170.wav,id04234,voxceleb2_dev,0,10.02,2.46466,2.973799,0.938524
1117440,D:\VQI\Datasets\voxCELEB2\dev\wav\id08615\gCtxTrL88n4\00238.wav,id08615,voxceleb2_dev,0,7.08,4.453184,3.554817,2.601585
1080382,D:\VQI\Datasets\voxCELEB2\dev\wav\id08309\PYKsQGNfmSE\00128.wav,id08309,voxceleb2_dev,0,5.8,3.392471,3.31836,2.772766
1206073,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm3\none\sp3989\Lab41-SRI-VOiCES-rm3-none-sp3989-ch182402-sg0013-mc01-stu-clo-dg120.wav,sp3989,voices,1,15.66,11.66511,11.941401,10.116172
455321,D:\VQI\Datasets\voxCELEB2\dev\wav\id02889\BttHMrzp_Cc\00057.wav,id02889,voxceleb2_dev,1,10.12,11.778249,11.250773,10.065315
1206284,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm3\none\sp6574\Lab41-SRI-VOiCES-rm3-none-sp6574-ch070753-sg0011-mc05-stu-far-dg000.wav,sp6574,voices,1,16.74,11.831015,11.339907,10.360973
524170,D:\VQI\Datasets\voxCELEB2\dev\wav\id03599\QCmgB8wEjd4\00010.wav,id03599,voxceleb2_dev,1,6.01,11.354865,10.970531,9.917054
1209843,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm4\tele\sp1160\Lab41-SRI-VOiCES-rm4-tele-sp1160-ch134674-sg0012-mc01-stu-clo-dg020.wav,sp1160,voices,1,14.91,11.433689,11.297007,11.620094
505377,D:\VQI\Datasets\voxCELEB2\dev\wav\id03371\xM0fHPn_8fo\00458.wav,id03371,voxceleb2_dev,1,26.73,12.193727,10.778559,9.554724
1037790,D:\VQI\Datasets\voxCELEB2\dev\wav\id07970\iwRS4VDhQsg\00223.wav,id07970,voxceleb2_dev,0,4.58,3.867427,2.904002,2.274387
341563,D:\VQI\Datasets\voxCELEB2\dev\wav\id01755\BInwvUj767g\00099.wav,id01755,voxceleb2_dev,1,19.56,12.141107,11.196306,9.612648
126625,D:\VQI\Datasets\voxCELEB1\wav\id11118\miw-LI4y_1g\00005.wav,id11118,voxceleb1_dev,1,9.94,11.558125,11.028349,10.097119
1098651,D:\VQI\Datasets\voxCELEB2\dev\wav\id08477\S_6PbsV6JlY\00271.wav,id08477,voxceleb2_dev,1,7.85,11.870344,11.190027,10.954
1202800,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm2\none\sp2532\Lab41-SRI-VOiCES-rm2-none-sp2532-ch154838-sg0048-mc05-stu-far-dg120.wav,sp2532,voices,1,15.88,11.847816,12.168944,11.884836
1078609,D:\VQI\Datasets\voxCELEB2\dev\wav\id08295\jf-HrlvNraw\00192.wav,id08295,voxceleb2_dev,0,4.9,4.469608,3.585295,3.259076
261326,D:\VQI\Datasets\voxCELEB2\dev\wav\id01048\keflA4viWt8\00093.wav,id01048,voxceleb2_dev,1,14.95,12.222288,12.309992,10.155024
1067005,D:\VQI\Datasets\voxCELEB2\dev\wav\id08212\TbxWDfvwySE\00021.wav,id08212,voxceleb2_dev,1,5.09,11.730988,11.724686,10.171692
166474,D:\VQI\Datasets\voxCELEB2\dev\wav\id00232\O_ADoeEHyDE\00016.wav,id00232,voxceleb2_dev,0,4.33,1.71389,1.819015,0.74807
269976,D:\VQI\Datasets\voxCELEB2\dev\wav\id01102\dsNU0Q9LkY4\00211.wav,id01102,voxceleb2_dev,0,4.45,4.415406,3.429301,2.545435
821610,D:\VQI\Datasets\voxCELEB2\dev\wav\id06064\eqc24MMShss\00203.wav,id06064,voxceleb2_dev,0,5.8,3.997371,2.401185,1.308615
992790,D:\VQI\Datasets\voxCELEB2\dev\wav\id07551\IVJzxv-e0EI\00085.wav,id07551,voxceleb2_dev,1,11.37,12.04381,12.340179,10.054599
469397,D:\VQI\Datasets\voxCELEB2\dev\wav\id03028\OAMKtLYs0jI\00168.wav,id03028,voxceleb2_dev,0,4.16,-1.451438,-0.72609,-1.18413
278623,D:\VQI\Datasets\voxCELEB2\dev\wav\id01179\RnqLJMrWELw\00127.wav,id01179,voxceleb2_dev,0,4.9,1.001397,1.715829,0.927145
638635,D:\VQI\Datasets\voxCELEB2\dev\wav\id04488\Hsvl-EDWkQ8\00206.wav,id04488,voxceleb2_dev,1,79.88,11.278339,11.254837,9.722591
873667,D:\VQI\Datasets\voxCELEB2\dev\wav\id06511\z6q4y4xiGsM\00498.wav,id06511,voxceleb2_dev,0,4.87,1.498435,2.276279,1.97427
669254,D:\VQI\Datasets\voxCELEB2\dev\wav\id04704\K3KNhBRKg3g\00048.wav,id04704,voxceleb2_dev,0,4.16,1.350724,1.261673,1.449508
1201035,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm2\babb\sp1116\Lab41-SRI-VOiCES-rm2-babb-sp1116-ch137572-sg0003-mc01-stu-clo-dg060.wav,sp1116,voices,1,15.91,11.895839,11.49824,11.671066
1171753,D:\VQI\Datasets\voxCELEB2\dev\wav\id09052\0FvP7yzmVp0\00001.wav,id09052,voxceleb2_dev,0,4.14,2.188057,1.543874,0.552054
639151,D:\VQI\Datasets\voxCELEB2\dev\wav\id04490\p2sFEgJbBJ4\00251.wav,id04490,voxceleb2_dev,0,6.18,1.090931,-0.004409,-1.399416
1153258,D:\VQI\Datasets\voxCELEB2\dev\wav\id08913\z2wG3t4whwI\00033.wav,id08913,voxceleb2_dev,0,4.9,1.474507,1.716788,0.872541
1072503,D:\VQI\Datasets\voxCELEB2\dev\wav\id08251\0q8Ih_RE9w8\00014.wav,id08251,voxceleb2_dev,0,6.12,3.659111,3.509777,3.039727
634131,D:\VQI\Datasets\voxCELEB2\dev\wav\id04437\qnglqTWEr90\00095.wav,id04437,voxceleb2_dev,0,5.08,4.429121,2.707055,4.236588
1209965,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm4\tele\sp2149\Lab41-SRI-VOiCES-rm4-tele-sp2149-ch036146-sg0016-mc01-stu-clo-dg020.wav,sp2149,voices,1,16.43,11.610653,11.00132,11.306445
158264,D:\VQI\Datasets\voxCELEB2\dev\wav\id00164\2Znu44a4IT4\00006.wav,id00164,voxceleb2_dev,0,4.26,1.590735,1.387252,1.879312
1019341,D:\VQI\Datasets\voxCELEB2\dev\wav\id07750\EFTBw88g9Hk\00143.wav,id07750,voxceleb2_dev,1,6.72,11.67915,10.904774,9.598208
459082,D:\VQI\Datasets\voxCELEB2\dev\wav\id02914\GiIY1wSreXk\00012.wav,id02914,voxceleb2_dev,0,4.9,1.402773,2.682756,2.86255
1144664,D:\VQI\Datasets\voxCELEB2\dev\wav\id08820\yBhG3xliDWY\00213.wav,id08820,voxceleb2_dev,0,4.45,2.185975,1.623082,0.750372
742361,D:\VQI\Datasets\voxCELEB2\dev\wav\id05372\xShTR9aUP0A\00153.wav,id05372,voxceleb2_dev,0,5.99,3.155908,2.404226,2.876076
811020,D:\VQI\Datasets\voxCELEB2\dev\wav\id05993\5q3dyjlZWHA\00063.wav,id05993,voxceleb2_dev,1,33.27,12.355579,10.861122,10.057983
1191872,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\test\rm1\musi\sp3214\Lab41-SRI-VOiCES-rm1-musi-sp3214-ch167607-sg0001-mc05-stu-far-dg050.wav,sp3214,voices,1,16.07,11.972378,11.396524,11.502638
424317,D:\VQI\Datasets\voxCELEB2\dev\wav\id02497\aC7wqunivHs\00162.wav,id02497,voxceleb2_dev,0,5.48,1.452634,1.122899,1.323185
346752,D:\VQI\Datasets\voxCELEB2\dev\wav\id01779\He6phVo7_cM\00006.wav,id01779,voxceleb2_dev,0,4.65,1.111265,0.995106,1.573618
55548,D:\VQI\Datasets\voxCELEB1\wav\id10520\p_eqJefOAXQ\00010.wav,id10520,voxceleb1_dev,1,10.82,12.348128,12.361351,9.838259
168306,D:\VQI\Datasets\voxCELEB2\dev\wav\id00257\ISmzyYnLwoY\00063.wav,id00257,voxceleb2_dev,0,4.65,3.975843,4.196776,3.596575
1095210,D:\VQI\Datasets\voxCELEB2\dev\wav\id08454\EvZ811HOYnk\00028.wav,id08454,voxceleb2_dev,0,3.42,4.0632,2.759657,1.863813
838686,D:\VQI\Datasets\voxCELEB2\dev\wav\id06228\hpdYbNGht7g\00085.wav,id06228,voxceleb2_dev,1,20.71,11.933889,11.957553,10.42757
192437,D:\VQI\Datasets\voxCELEB2\dev\wav\id00461\Ort9NW3SJU4\00035.wav,id00461,voxceleb2_dev,0,4.04,4.151346,3.579832,2.284567
571230,D:\VQI\Datasets\voxCELEB2\dev\wav\id03942\725q4kleQOU\00078.wav,id03942,voxceleb2_dev,1,40.1,11.825431,10.985954,10.16385
1063878,D:\VQI\Datasets\voxCELEB2\dev\wav\id08180\z2d2rS-QHX4\00223.wav,id08180,voxceleb2_dev,1,5.54,11.384788,10.828554,9.969384
1056518,D:\VQI\Datasets\voxCELEB2\dev\wav\id08123\Ii1C4yPKiIM\00022.wav,id08123,voxceleb2_dev,0,4.71,2.169526,0.957604,1.5737
494773,D:\VQI\Datasets\voxCELEB2\dev\wav\id03298\Ag7OAHi9cuA\00024.wav,id03298,voxceleb2_dev,0,6.06,2.495435,2.317444,1.217663
219688,D:\VQI\Datasets\voxCELEB2\dev\wav\id00708\sXynIZOtKkg\00299.wav,id00708,voxceleb2_dev,1,6.2,11.511621,11.119999,9.574832
1056550,D:\VQI\Datasets\voxCELEB2\dev\wav\id08123\NSTms_wT4eM\00053.wav,id08123,voxceleb2_dev,0,6.05,3.942115,3.602727,1.610561
1169160,D:\VQI\Datasets\voxCELEB2\dev\wav\id09036\adbp3-XYSXg\00142.wav,id09036,voxceleb2_dev,1,22.78,11.71154,11.021524,10.003759
426371,D:\VQI\Datasets\voxCELEB2\dev\wav\id02535\x_zZITJR47o\00057.wav,id02535,voxceleb2_dev,0,5.86,3.825321,3.884744,2.578204
240192,D:\VQI\Datasets\voxCELEB2\dev\wav\id00891\0XSPaCjf3v4\00002.wav,id00891,voxceleb2_dev,0,5.03,3.979249,2.404681,0.658652
1118723,D:\VQI\Datasets\voxCELEB2\dev\wav\id08628\KAmCUicx-uQ\00074.wav,id08628,voxceleb2_dev,0,4.39,3.759926,3.207386,2.92061
494890,D:\VQI\Datasets\voxCELEB2\dev\wav\id03298\BCYwp7OxnaE\00148.wav,id03298,voxceleb2_dev,1,37.03,12.003908,11.530222,10.078711
1039173,D:\VQI\Datasets\voxCELEB2\dev\wav\id07976\p0vqI81tOxE\00246.wav,id07976,voxceleb2_dev,0,3.94,2.289612,1.623603,3.072867
744863,D:\VQI\Datasets\voxCELEB2\dev\wav\id05402\EiXLFMrOdXQ\00052.wav,id05402,voxceleb2_dev,0,4.9,3.069427,2.593384,4.013361
610520,D:\VQI\Datasets\voxCELEB2\dev\wav\id04235\2SaoPHF-3Uw\00001.wav,id04235,voxceleb2_dev,0,4.26,2.105366,3.529542,4.148812
820095,D:\VQI\Datasets\voxCELEB2\dev\wav\id06051\qQf8GRENTgk\00184.wav,id06051,voxceleb2_dev,1,5.8,11.568413,12.15406,10.461149
182225,D:\VQI\Datasets\voxCELEB2\dev\wav\id00359\hWZ-LAZaj5c\00160.wav,id00359,voxceleb2_dev,1,11.94,11.237848,11.249971,9.750355
439805,D:\VQI\Datasets\voxCELEB2\dev\wav\id02695\_QAb4Uyq_gA\00035.wav,id02695,voxceleb2_dev,0,7.91,2.350786,2.262759,1.331005
600067,D:\VQI\Datasets\voxCELEB2\dev\wav\id04177\afrjIo_GufM\00032.wav,id04177,voxceleb2_dev,0,7.34,1.059846,0.623686,1.377521
1203542,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\train\rm2\tele\sp1970\Lab41-SRI-VOiCES-rm2-tele-sp1970-ch026100-sg0005-mc05-stu-far-dg050.wav,sp1970,voices,1,15.65,12.172642,12.273852,11.592752
240236,D:\VQI\Datasets\voxCELEB2\dev\wav\id00891\3CscRQkYmpU\00048.wav,id00891,voxceleb2_dev,1,5.86,11.707396,10.685403,9.849085
203597,D:\VQI\Datasets\voxCELEB2\dev\wav\id00568\cbZiMY9nltQ\00329.wav,id00568,voxceleb2_dev,0,4.28,0.999406,1.057379,0.471964
1191389,D:\VQI\Datasets\VOiCES\VOiCES_devkit\distant-16k\speech\test\rm1\babb\sp1641\Lab41-SRI-VOiCES-rm1-babb-sp1641-ch130505-sg0021-mc01-stu-clo-dg100.wav,sp1641,voices,1,15.45,11.238831,10.851974,11.50539
401745,D:\VQI\Datasets\voxCELEB2\dev\wav\id02270\BiWC8rZ7cuI\00141.wav,id02270,voxceleb2_dev,1,14.69,11.708988,10.638296,10.28548
480268,D:\VQI\Datasets\voxCELEB2\dev\wav\id03195\UCjsxucrqQU\00082.wav,id03195,voxceleb2_dev,0,4.58,3.510598,2.576775,3.12608
1005024,D:\VQI\Datasets\voxCELEB2\dev\wav\id07631\3DB55Pn0uJk\00029.wav,id07631,voxceleb2_dev,0,4.45,3.056198,2.806646,3.787607
736975,D:\VQI\Datasets\voxCELEB2\dev\wav\id05295\Qwau01e42xM\00120.wav,id05295,voxceleb2_dev,1,4.04,11.923939,11.283386,9.78338
941520,D:\VQI\Datasets\voxCELEB2\dev\wav\id07136\ua7if-hRPo4\00499.wav,id07136,voxceleb2_dev,0,3.94,2.146698,1.540405,-1.138957
1029436,D:\VQI\Datasets\voxCELEB2\dev\wav\id07853\2ceTum6VMpo\00001.wav,id07853,voxceleb2_dev,0,4.45,2.912716,2.39676,3.388155
